Name,Drug,Description
Carbidopa,DB00190,"Carbidopa (DrugBank ID DB00190) is an inhibitor of aromatic amino acid decarboxylation with a hydrazine and alpha-amino acid chemical structure, characterized by the presence of a hydrazino group attached to a carbonyl group that is part of a carboxylic acid moiety. It falls within the chemical category of hydrazines and derivatives and is built around a hydrazino-carboxylic acid scaffold. Pharmacologically related to other peripheral decarboxylase inhibitors like benserazide, this drug impedes the peripheral conversion of levodopa to dopamine, thus increasing the available levodopa for central nervous system uptake and conversion. When orally administered, carbidopa is rapidly absorbed and reaches peak concentrations within 1 to 2 hours; it is not extensively bound to plasma proteins and has a relatively short half-life of about 2 hours. Its metabolism is minimal, with excretion mostly occurring in the urine as unchanged drug. In terms of toxicity, carbidopa presents relatively low toxicity, but high doses can lead to hematologic anomalies, including hemolytic and non-hemolytic anemia. The primary known target protein for carbidopa is L-aromatic amino acid decarboxylase (DOPA decarboxylase). Clinically, carbidopa is indicated to treat symptoms of Parkinson's disease, particularly to enhance levodopa therapy, allowing for lower doses of levodopa and mitigating associated side effects like nausea and vomiting. However, its addition to levodopa therapy can also give rise to side effects ranging from dizziness and orthostatic hypotension to dyskinesia and hallucinations. The clinical usage of carbidopa is primarily observed in combination products with levodopa, such as Sinemet and Duopa, to alleviate motor symptoms in Parkinsonian patients by sustaining higher central nervous system concentrations of levodopa for a more stable and effective response."
Phentermine,DB00191,"Phentermine (DrugBank ID: DB00191) is a sympathomimetic amine with a chemical structure characterized by a substituted amphetamine scaffold, which is a secondary amine containing a methyl group and an ethyl group bound to the same nitrogen atom. Belonging to the chemical category of phenethylamines, phentermine structurally resembles other anorectic agents such as amphetamine and methamphetamine, albeit with a lower central nervous system (CNS) stimulation potential due to its altered chemical scaffold. Pharmacokinetically, phentermine is well-absorbed orally with peak plasma concentrations occurring within 1 to 4 hours post-administration. It exhibits a volume of distribution of 3 to 4 L/kg and is metabolized primarily through hepatic enzymes, with less than one-third of the drug being excreted unchanged in the urine. Phentermine toxicity can manifest as cardiovascular events, including hypertension and ischemic events, due to its sympathomimetic effects. The drug targets proteins involved in neurotransmitter release, such as the trace amine-associated receptor 1 (TAAR1) and possibly the serotonin receptor, thereby suppressing appetite and enhancing energy expenditure. Phentermine is indicated for short-term weight management in obese patients alongside dietary changes and exercise, particularly targeting conditions like exogenous obesity. Side effects commonly associated with phentermine include insomnia, palpitations, and tachycardia, as well as psychological disturbances such as euphoria or dysphoria. Clinically, phentermine is used as an adjunct in a supervised weight-loss plan, prescribed in a limited duration treatment regimen due to risk of dependency and potential for abuse."
Tramadol,DB00193,"Tramadol, cataloged under the DrugBank identifier DB00193, is a synthetic analogue of codeine featuring a complex chemical structure that includes a cyclohexanol ring fused to a saturated cyclohexane ring, at the juncture of which there is an attached methylamino group, distinguishing it from other opioids. Structurally, it belongs to the class of organic compounds known as phenylpropylamines, and it utilizes a central cyclohexane scaffold, which is pivotal to its opioidergic and noradrenergic activity. In terms of comparability, it shares pharmacological properties with other synthetic opioids such as tapentadol, but with distinct structural nuances. The pharmacokinetics of tramadol is characterized by rapid oral absorption, with a bioavailability around 75%, widespread distribution across bodily tissues, hepatic metabolism predominantly via the enzymes CYP2D6 and CYP3A4 into active metabolites such as O-desmethyltramadol, and subsequent renal excretion with a half-life of approximately six hours. Its toxicity profile includes the risk of serotonin syndrome, particularly when co-administered with other serotonergic drugs, and overdoses can lead to respiratory depression and seizures. Tramadol’s mechanism of action involves its function as a mu-opioid receptor (MOR) agonist, as well as its inhibition of serotonin and norepinephrine reuptake. Clinically, it is indicated for the management of moderate to moderately severe pain, both acute and chronic, exemplified in conditions such as post-surgical pain, osteoarthritis, or neuropathy. Common side effects of tramadol involve nausea, dizziness, constipation, and headache, aligning with its opioid pharmacodynamics. In medical practice, tramadol is utilized for its analgesic properties and represents an intermediary option between nonsteroidal anti-inflammatory drugs (NSAIDs) and stronger opioids, making it a versatile tool in pain management protocols."
Betaxolol,DB00195,"Betaxolol, known by its DrugBank identifier DB00195, is a selective beta1-adrenergic receptor antagonist structurally defined by its chemical composition as a synthetic, optically active [2-(3-(tert-butylamino)-2-hydroxypropoxy)phenyl]acetamide. As a member of the beta-blocker chemical category, betaxolol encompasses a phenethanolamine scaffold, sharing mechanistic attributes with similar cardioselective drugs such as metoprolol and atenolol. Pharmacokinetically, betaxolol is well-absorbed following oral administration and exhibits an extensive volume of distribution, penetrating various tissues including the eye, which is significant for its ophthalmic formulations. It undergoes primary hepatic metabolism via oxidation and conjugation, involving cytochrome P450 isoenzymes, and is excreted predominantly through urine. Toxicity associated with betaxolol is typically related to its beta-blockade action, with reported instances of bradycardia and heart failure in susceptible individuals. The drug specifically targets the beta1-adrenergic receptors found predominantly in cardiac tissue, resulting in a decrease in heart rate and myocardial oxygen demand. Betaxolol is primarily indicated for the management of hypertension and to reduce the intraocular pressure in patients with chronic open-angle glaucoma or ocular hypertension. Its side effects are reflective of its beta1-selectivity and may include bradycardia, fatigue, and dyspnea. Clinically, betaxolol is employed in the chronic treatment of mild to moderate hypertension, utilizing its cardioselective properties to minimize the risk of adverse pulmonary events, and as an ophthalmic solution for the long-term management of glaucoma, where it serves to lower the intraocular pressure and protect against the risk of optic nerve damage."
Erythromycin,DB00199,"Erythromycin, with DrugBank ID 'DB00199', is a macrolide antibiotic featuring a large macrocyclic lactone ring with multiple hydrophobic and hydrophilic side chains that contribute to its solubility and biological activity. It falls under the chemical category of macrolide antibiotics, sharing its chemical scaffold—comprising a 14-membered lactone ring—with drugs like azithromycin and clarithromycin. These similar drugs are also used to inhibit bacterial protein synthesis by binding to the 50S ribosomal subunit. The pharmacokinetic profile of erythromycin is characterized by decent oral absorption, though its bioavailability is subject to significant first-pass metabolism by the liver; it is widely distributed throughout the body, including high concentrations in lung tissue, and is metabolized primarily by CYP3A isoenzymes to inactive metabolites before being excreted predominantly in the bile and urine. Its toxicity includes dose-related gastrointestinal disturbances and, in rare cases, hepatotoxicity and QT prolongation, which are examples of erythromycin's potential side effects. This drug targets bacterial ribosomal proteins, resulting in an inhibition of protein synthesis and ultimately bacteriostatic activity. Clinically, erythromycin is indicated for the treatment of a variety of infections caused by susceptible bacteria, including respiratory tract infections, skin infections, and sexually transmitted diseases such as chlamydia. Side effects typically include gastrointestinal upset, such as diarrhea and nausea, and more rarely, allergic reactions. In clinical practice, erythromycin serves as an alternative to penicillin for patients with allergies and is commonly used in situations where respiratory pathogens are implicated, such as community-acquired pneumonia or as part of a regimen to eradicate Helicobacter pylori in peptic ulcer disease."
Hydroxocobalamin,DB00200,"Hydroxocobalamin, bearing the DrugBank identifier DB00200, is a chemical entity wherein the cobalamin moiety exhibits a substitution of a hydroxo ligand at the cobalt ion. Structurally, it is a corrinoid, which is derived from a macrocyclic compound consisting of four pyrrole rings interconnected via methyl and amide bridges in a tetrapyrrole ring – a chemical scaffold known as a corrin ring. This drug falls into the chemical category of vitamin B12 analogs and shares therapeutic and structural similarities with other cobalamin forms like cyanocobalamin and methylcobalamin. Hydroxocobalamin's pharmacokinetics reveals adequate absorption when administered intramuscularly or subcutaneously, with subsequent distribution into cellular components, especially within the liver. Its metabolism involves conversion into the active coenzyme forms, methylcobalamin and 5-deoxyadenosylcobalamin, which serve as co-factors in enzymatic reactions. Excretion is primarily renal, over a period of days to weeks after administration. Regarding toxicity, hydroxocobalamin is generally considered safe, but in rare cases, high doses may lead to kidney injury or hypersensitivity reactions. It targets proteins essential for DNA synthesis and regulation, particularly methionine synthase and methylmalonyl-CoA mutase. Clinically, hydroxocobalamin is indicated for vitamin B12 deficiency, which can manifest in disease states such as pernicious anemia or neurological disorders attributable to B12 insufficiency. In terms of side effects, patients can experience mild diarrhea, itching, or injection site reactions. Notably, hydroxocobalamin is also used as an antidote for cyanide poisoning due to its high affinity for the cyanide ion, enabling formation of cyanocobalamin that can then be eliminated from the body, showcasing its dual role in both nutritional supplementation and acute toxicologic emergencies."
Caffeine,DB00201,"Caffeine, with DrugBank ID DB00201, is an alkaloid with a chemical structure characterized by a purine ring system, specifically a xanthine core, formed by fusion of a pyrimidine and an imidazole ring. It falls under the chemical category of methylxanthines, sharing its fundamental chemical scaffold with other stimulants such as theophylline and theobromine, which are found in tea and chocolate respectively. Caffeine is well-known for its rapid absorption from the gastrointestinal tract, reaching peak plasma concentration within 30-60 minutes. It is widely distributed throughout the body's tissues and readily crosses the blood-brain barrier. Metabolism is primarily hepatic, through cytochrome P450 enzymes, particularly CYP1A2, resulting in demethylation to form paraxanthine, theobromine, and theophylline, which are then further metabolized and excreted in urine.

Toxicity of caffeine occurs with acute overconsumption, leading to symptoms such as tachycardia, anxiety, and insomnia. Chronic excessive intake may contribute to development of caffeine dependence and withdrawal syndrome. Caffeine's primary target proteins include adenosine receptors, A1 and A2A, where it acts as a competitive antagonist, inhibiting their activity. Therapeutically, caffeine is indicated for its psychostimulant effects to increase alertness and reduce fatigue; it is also used off-label for migraine headaches as an adjunctive. Side effects encompass a spectrum from mild jitteriness and increased heart rate to more severe cases like caffeine-induced anxiety disorder. In clinical settings, caffeine is utilized for neonatal apnea due to its ability to stimulate the respiratory center, and is widely consumed globally in beverages for its stimulatory effects."
Sildenafil,DB00203,"Sildenafil, bearing the DrugBank identifier DB00203, is a small-molecule medication with a distinctive chemical structure characterized by a pyrazolo[4,3-d]pyrimidin-7-one core, a benzene ring fused to the pyrimidine ring, and a methylpiperazine moiety attached at the 1-position of the pyrazolo ring. Structurally, sildenafil falls under the chemical category of cGMP-specific phosphodiesterase type 5 (PDE5) inhibitors, which share the heterocyclic ring-based scaffold necessary for selective enzyme inhibition. Closely related drugs include tadalafil and vardenafil, which also act as PDE5 inhibitors, differing mainly in their side chain structure and duration of action. Pharmacokinetically, sildenafil is readily absorbed after oral administration, reaching peak plasma concentrations within an hour, with a bioavailability of approximately 40%. It is widely distributed in the body, approximately 96% bound to plasma proteins, primarily metabolized by hepatic enzymes CYP3A4 and CYP2C9 into an active metabolite with similar potency to the parent drug, and excreted predominantly as metabolites in the feces and to a lesser extent in the urine. Sildenafil's toxicity is generally low, but it can cause serious cardiovascular events in individuals with pre-existing conditions; the drug is contraindicated in patients using nitric oxide donors, nitrates, and nitrites. Its prime target protein is the cGMP-specific phosphodiesterase type 5, responsible for degradation of cGMP in the corpus cavernosum. Medically indicated for the treatment of erectile dysfunction and, in its alternative formulation under the name Revatio, for pulmonary arterial hypertension, sildenafil acts by potentiating the vasodilatory effects of cGMP. Common side effects include headaches, flushing, dyspepsia, and in some cases, visual disturbances, such as impaired color discrimination. Clinically, sildenafil is predominantly used in the management of erectile dysfunction due to its efficacy in enhancing erectile response upon sexual stimulation, but it is also utilized for the symptomatic improvement in adults with pulmonary hypertension, easing exercise capacity and delaying clinical worsening."
Dofetilide,DB00204,"Dofetilide, with the DrugBank identifier DB00204, is a potent and selective class III antiarrhythmic agent characterized by its distinct chemical structure: a symmetrically substituted benzimidazolone with an N-alkylated sulfonamide group. It falls within the category of methanesulfonanilides, which dictates its antiarrhythmic properties, sharing similar pharmacological traits with drugs like sotalol. Dofetilide's chemical scaffold comprises a benzimidazole ring fused to a lactone, a structure that is integral to its activity. Regarding pharmacokinetics, Dofetilide demonstrates high oral bioavailability, with peak plasma concentrations occurring 2-3 hours post-ingestion. It is distributed evenly within the body and is not subject to extensive metabolism, thereby minimally interacting with the cytochrome P450 system. Its primary route of excretion is renal, with more than 80% of the drug eliminated unchanged in the urine. The primary target protein for Dofetilide is the rapid component of the cardiac delayed rectifier potassium channel (Kv11.1, also known as the hERG channel), which contributes to its effectiveness in maintaining normal cardiac rhythm. Clinically, Dofetilide is indicated for the treatment of atrial fibrillation and flutter, conditions that constitute abnormal cardiac arrhythmias. Potential side effects include but are not limited to, headache, chest pain, and, most concerningly, its propensity to provoke torsade de pointes, a life-threatening ventricular tachycardia. Clinical usage emphasizes the importance of monitoring renal function and QT interval due to the drug's narrow therapeutic window, and it is administered with caution, frequently requiring hospitalization for the initiation of therapy to manage risk."
Reserpine,DB00206,"Reserpine, with DrugBank ID DB00206, is an indole alkaloid antihypertensive and antipsychotic medication distinguished by its complex chemical structure featuring an indole moiety connected to a cyclohexane ring that has a methyl ether group, and additional two methoxybenzyl groups, making it a unique member of the indole alkaloids category. It shares its chemical scaffold of a tryptamine-based structure with other indole alkaloids such as yohimbine and ajmaline. Pharmacokinetically, reserpine exhibits moderate absorption, widespread tissue distribution due to its lipophilicity, and is metabolized by the liver with subsequent elimination majorly via fecal routes. The drug’s toxicity profile includes notable side effects like a risk for depression and peptic ulcer exacerbation, likely due to its ability to deplete monoamine neurotransmitters. Reserpine exerts its effect by irreversibly binding to and inhibiting vesicular monoamine transporters (VMAT), particularly VMAT2, which are integral in neurotransmitter storage within synaptic vesicles. Clinically, it has been indicated for hypertension and certain psychiatric conditions such as schizophrenia. Nevertheless, the usage of reserpine has decreased over time due to its extensive side effect profile which, besides depression and gastrointestinal issues, includes bradycardia, nasal congestion, and sexual dysfunction. Its clinical utilities have largely been replaced by newer agents with fewer adverse effects; however, in some instances, it may still be used when patients require a cost-effective treatment option or in specific cases of hypertension resistant to other therapies."
Ticlopidine,DB00208,"Ticlopidine, recognized by its DrugBank identifier DB00208, is a thienopyridine derivative characterized by a thiophene ring conjugated to a chlorobenzene moiety via a piperidinyl linkage, further adorned with a carboxyl group, thus structuring it as a chlorinated analog of clopidogrel and prasugrel, representing structurally and pharmacologically related antiplatelet agents. As a member of the thienopyridines, ticlopidine’s chemical scaffold is centered around the bicyclic thienopyridine core, which is integral to its biological activity. Clinically akin to clopidogrel, ticlopidine functions as an adenosine diphosphate (ADP) receptor antagonist, specifically targeting the purinergic P2Y12 receptor on platelet cell membranes. Following oral administration, ticlopidine exhibits bioavailability marked by rapid absorption, a distribution that manifests in a volume of distribution of about 50L, and a preferential binding to plasma proteins. It undergoes extensive hepatic metabolism primarily via cytochrome P450 enzymes including CYP3A4 and CYP2C19, producing an active metabolite that exerts its antiplatelet effects, with subsequent excretion primarily through the urine. Ticlopidine’s therapeutic benefits are not unaccompanied by toxicity concerns, which include a risk for neutropenia and thrombotic thrombocytopenic purpura (TTP), necessitating periodic blood cell count monitoring. Ticlopidine’s primary indication lies in the prophylactic treatment of thrombotic stroke and is also utilized in the prevention of thrombosis after the placement of coronary stents in patients intolerant or unresponsive to clopidogrel. However, its application is limited due to side effects such as gastrointestinal disturbances, skin rashes, and potentially severe hematological reactions. Medicinally, despite the advent of newer agents with improved safety profiles, ticlopidine retains a specific niche in the management of patients undergoing percutaneous coronary interventions who have a contraindication to newer thienopyridines, exemplifying the evolution and diversification of anti"
Adapalene,DB00210,"Adapalene, bearing the DrugBank identifier DB00210, is a naphthoic acid derivative with a retinoid-like chemical structure that features a three-ring system bound to a flexible methylene linker attached to an adamantyl group, thus placing it under the category of synthetic retinoids. It shares its chemical scaffold with other retinoids, notably tretinoin and isotretinoin, which are similarly used in the treatment of acne. Among retinoids, adapalene is unique in its pharmacokinetics, characterized by limited skin penetration and a propensity to concentrate in the pilosebaceous units, followed by negligible systemic absorption, and is primarily metabolized through conjugation with minimal renal and biliary excretion. Adapalene's low systemic absorption contributes to its favorable safety profile, exhibiting lower toxicity compared to its counterparts, although excessive use can lead to skin irritation and erythema. Its mechanism of action involves modulating cellular differentiation and keratinization by targeting retinoic acid receptors (RARs), with a particular affinity for the RAR-beta and RAR-gamma subtypes. Clinically, adapalene is indicated for the treatment of acne vulgaris, acting on both inflammatory and non-inflammatory lesions by normalizing the desquamation of follicular epithelial cells. Common side effects include local irritation, redness, and dryness of the skin. In clinical practice, adapalene is commonly formulated as topical creams, gels, or lotions, and is often employed as a first-line treatment for mild to moderate acne, either as monotherapy or in combination with other agents such as benzoyl peroxide or topical antibiotics to enhance its efficacy and reduce the potential for bacterial resistance."
Midodrine,DB00211,"Midodrine, with DrugBank ID DB00211, is a sympathomimetic amine that structurally possesses a benzyl group attached to an ethylamine chain, ending in a 2-amino-1-phenylethanol group. It belongs to the chemical category of phenylethanolamines and is characterized by its phenethylamine chemical scaffold. Chemically related drugs include other alpha-1 adrenergic receptor agonists like phenylephrine. Following oral administration, Midodrine undergoes rapid absorption and is then extensively metabolized in the liver to its active metabolite, desglymidodrine, which is responsible for the drug's pharmacological activity. This metabolite is widely distributed in the body and is highly selective for peripheral alpha-1 adrenergic receptors, leading to its therapeutic vasopressor effects; the drug is then ultimately excreted primarily in the urine. The primary target proteins for Midodrine are the alpha-1 adrenergic receptors. Its main indication is the treatment of symptomatic orthostatic hypotension, which can occur in conditions such as diabetic neuropathy or autonomic dysfunction. Side effects are generally reflective of its alpha-adrenergic agonistic activity and may include piloerection, pruritus, urinary retention, and supine hypertension. Clinically, Midodrine has been utilized to improve standing blood pressure in patients with chronic orthostatic hypotension, enabling them to carry out daily activities and improve their quality of life. Nonetheless, caution is advised regarding its toxicity profile, exemplified by cases of severe supine hypertension, which necessitates careful titration and monitoring of blood pressure, especially when initiating treatment."
Pantoprazole,DB00213,"Pantoprazole, with DrugBank ID DB00213, is a proton pump inhibitor (PPI) characterized by its chemical structure as a substituted benzimidazole bearing a pyridinylmethylsulfinyl moiety. Classified under the chemical category of sulfinylbenzimidazoles, it shares a common benzimidazole scaffold with similar drugs such as omeprazole and lansoprazole, highlighting the significance of the sulfinyl group in imparting the drug's inhibitory action against the H+/K+ ATPase enzyme. Pharmacokinetically, pantoprazole is absorbed in the small intestine and has a bioavailability of approximately 77%. Upon systemic absorption, it is widely distributed with a volume of distribution of about 0.15 L/kg. Pantoprazole is extensively metabolized in the liver, primarily through the cytochrome P450 (CYP) system involving the CYP2C19 and CYP3A4 isoenzymes, and its metabolites are eliminated primarily through renal excretion. Regarding toxicity, pantoprazole is considered relatively safe, but high doses may cause nephrotoxicity and hepatotoxicity, as observed in animal models. The primary molecular target for pantoprazole is the gastric H+/K+ ATPase (proton pump), where it inhibits gastric acid secretion. Clinically, pantoprazole is indicated for the treatment of gastroesophageal reflux disease (GERD), erosive esophagitis, Zollinger-Ellison syndrome, and as part of Helicobacter pylori eradication therapies. Its use can be associated with side effects such as headache, diarrhea, nausea, and abdominal pain. In the clinical setting, pantoprazole is administered either orally or intravenously, with dosing regimens tailored to the severity and nature of the gastric acid-related conditions being treated."
Torasemide,DB00214,"Torasemide (DrugBank ID: DB00214) is a loop diuretic with a detailed chemical structure characterized by a sulfamoylbenzoic acid moiety linked to a pyridine ring via an isopropyl group; this particular structure confers the drug's potency and pharmacokinetic properties. Chemically, it can be classified as a sulfonamide diuretic, differing from thiazide diuretics in its more complex diuretic scaffold which enables a more pronounced diuresis. Similar drugs include furosemide and bumetanide, which share the loop diuretic mechanism of increasing urinary electrolyte excretion but have distinct chemical structures that can affect their pharmacological profiles. Torasemide demonstrates favorable pharmacokinetics; it is rapidly and well absorbed orally, with a bioavailability of approximately 80-90%, has a wide distribution volume, undergoes hepatic metabolism predominantly through cytochrome P450 2C9 and conjugation, and is excreted largely unchanged in the urine. The toxicity profile of torasemide includes the risk of electrolyte imbalance, dehydration, and ototoxicity, especially when administered in high doses or intravenously. Torasemide primarily targets sodium-potassium-chloride cotransporter in the thick ascending loop of Henle, inhibiting sodium and chloride reabsorption and leading to increased diuresis. This drug is indicated for the management of edema associated with congestive heart failure, renal disease, or hepatic disease, and for the treatment of hypertension. Side effects may encompass hypokalemia, hyponatremia, headache, dizziness, and hypotension. Clinically, torasemide is used for its advantages over other loop diuretics, such as a longer duration of action and higher bioavailability, making it a valuable option for patients requiring long-term management of fluid overload conditions, like chronic heart failure."
Citalopram,DB00215,"Citalopram, with DrugBank ID DB00215, is a selective serotonin reuptake inhibitor (SSRI) with a bicyclic chemical structure that includes a dibenzocycloheptadiene scaffold flanked by a propylamine spacer linked to a tertiary amine. Structurally, it is an unsaturated three-ring system bearing an additional nitrogen atom, and chemically, it falls within the category of bicyclic antidepressants. Citalopram is closely related to other SSRIs such as escitalopram (its S-enantiomer), fluoxetine, and sertraline. Following oral administration, citalopram is well-absorbed, achieving peak plasma concentrations within 2-4 hours. Its distribution is extensive with a volume of distribution around 12-17 L/kg, and the drug is about 80% protein-bound. Metabolically, citalopram undergoes hepatic transformation primarily via the cytochrome P450 2C19 and 3A4/5 pathways to demethylcitalopram, didemethylcitalopram, and citalopram-N-oxide, which are less pharmacologically active, and the excretion is mainly via the kidneys with a half-life of about 35 hours. Toxicity is generally dose-dependent, and overdose can result in serotonin syndrome, QT interval prolongation, seizures, and cardiotoxicity. Known targets of citalopram include the serotonin transporter protein (SERT), where it functions to block the reuptake of serotonin into presynaptic cells, thereby increasing the availability of this neurotransmitter in the synaptic cleft. Citalopram is indicated for the treatment of major depressive disorder (MDD), panic disorder, and is often prescribed for symptoms associated with these conditions such as pervasive sadness, loss of interest in activities, and anxiety. Common side effects include nausea, dry mouth, somnolence, and sexual dysfunction. The clinical usage of citalopram is widespread due to its efficacy in improving mood in depressive states, its relatively favorable side effect profile in comparison to older antidepressants, and its application in the management of anxiety-related disorders."
Eletriptan,DB00216,"Eletriptan, with DrugBank ID DB00216, is a selective serotonin receptor agonist characterized by a complex chemical structure that includes an indole acetic acid moiety, distinguishing it within the chemical category of triptans, a class of serotonin receptor agonists. Its chemical scaffold is based on a tryptamine core, sharing structural similarities with other triptans such as sumatriptan and rizatriptan, which are also used in migraine therapy. Pharmacokinetically, eletriptan boasts rapid oral absorption with a bioavailability of approximately 50%, and experiences extensive first-pass metabolism, predominantly via the CYP3A4 isoenzyme, resulting in the formation of inactive metabolites. It has a volume of distribution of 138 liters and is approximately 85% protein-bound in plasma. Its elimination half-life is about 4 hours, with renal excretion being the primary route of elimination for its metabolites. Concerning toxicity, eletriptan has been associated with cardiovascular events, but these occurrences are rare when it is used at recommended doses; nonetheless, it is contraindicated in patients with a history of stroke or ischemic heart disease. Its molecular targets are the 5-HT1B and 5-HT1D serotonin receptor subtypes, which when activated, lead to the inhibition of trigeminal nerve activation and vasoconstriction intracranially. Eletriptan is clinically indicated for the acute treatment of migraine with or without aura, effectively relieving headache, pain, and other migraine symptoms. However, its use can result in side effects such as dizziness, somnolence, nausea, and weakness. Clinically, eletriptan is utilized in the management of acute migraine episodes, providing relief by facilitating vasoconstriction of dilated cranial blood vessels, thus modulating the pain pathway associated with migraine attacks, underlining its therapeutic role in neurology."
Moxifloxacin,DB00218,"Moxifloxacin, bearing the DrugBank identifier DB00218, is a synthetic broad-spectrum antibiotic characterized by a complex chemical structure that features a bicyclic fused system combining a pyridine ring with a diazabicyclononyl ring, bonded to a fluoroquinolone scaffold, which is essential for its antibacterial activity. It belongs to the larger chemical category of quinolone antibiotics and shares its core quinolone structure with similar fluoroquinolone drugs such as ciprofloxacin and levofloxacin. Moxifloxacin’s pharmacokinetics are marked by efficient absorption, with an oral bioavailability approaching 90%. It exhibits widespread distribution throughout the body, including penetration into various tissues and fluids. The drug is metabolized to a limited extent via glucuronide and sulfate conjugation, and its primary route of elimination is through the liver and subsequent biliary secretion, with lesser amounts excreted by the kidneys. Toxicity associated with moxifloxacin is generally considered dose-dependent and includes potential effects such as QT interval prolongation and liver enzyme alterations. Moxifloxacin targets bacterial enzymes DNA gyrase and topoisomerase IV, which are critical for bacterial DNA replication and cell division, ultimately leading to bactericidal effects. The drug is primarily indicated for the treatment of infections caused by susceptible strains of bacteria, such as community-acquired pneumonia, acute bacterial sinusitis, and intra-abdominal infections. Side effects can range from mild to severe and include gastrointestinal disturbances, headache, dizziness, and potential for tendonitis or tendon rupture. Clinically, moxifloxacin’s utility extends to a range of outpatient and hospital settings, where it is administered in tablet form for oral intake or as an intravenous solution for more immediate systemic distribution, highlighting its versatility in the treatment of bacterial infections."
Isoetharine,DB00221,"Isoetharine is a sympathomimetic bronchodilator with the chemical structure characterized by a benzene ring substituted with a hydroxy group and a 3,4-dihydroxyphenethyl group linked via an isopropylamine side chain. Classified in the chemical category of phenethylamines, isoetharine's structure is built upon the phenethylamine scaffold, which is common to various bronchodilators including its analogues such as albuterol. Pharmacokinetically, isoetharine is usually administered via inhalation, leading to rapid absorption in the lungs; however, detailed pharmacokinetic profiles, including its distribution, metabolism, and routes of excretion, are less thoroughly described in the literature compared to newer agents. While toxicity is relatively rare, cases of overdosage may lead to symptoms like tremor, CNS stimulation, and tachycardia, reflecting its stimulating action on the beta adrenergic receptors, which are the primary target proteins of this drug. Isoetharine is indicated for the symptomatic relief of bronchospasm, commonly utilized in diseases such as asthma and chronic obstructive pulmonary disease (COPD). Its side effects can include palpitations, headaches, dizziness, and muscle cramps, mirroring the adverse effects associated with other beta agonists. Clinically, the use of isoetharine has largely been superseded by newer short-acting beta-2 agonists which are considered more effective and safer. However, when it was in common use, it served as a quick-relief medication for individuals experiencing acute episodes of airway constriction."
Glimepiride,DB00222,"Glimepiride, with DrugBank ID DB00222, is a sulfonylurea derivative characterized by its chemical structure that features a p-tolyl group with an ethyl substituent at the para position, linked to a sulfonylurea moiety which is essential for its hypoglycemic activity. As a member of the sulfonylurea class, it shares its chemical category with other antidiabetic drugs and is built around a sulfonylurea scaffold, a common feature it shares with similar drugs such as glipizide and glyburide. Its pharmacokinetic profile reveals that glimepiride is well absorbed from the gastrointestinal tract, exhibits a high level of protein binding primarily to serum albumin, and is extensively metabolized in the liver by cytochrome P450 2C9 (CYP2C9) to its major inactive metabolites. Subsequent excretion is predominantly via the urine. Regarding toxicity, glimepiride can cause hypoglycemia if improperly dosed, with the risk being exacerbated by factors like renal impairment or interaction with other antidiabetic agents. The primary target of glimepiride is the ATP-sensitive potassium channel in pancreatic beta-cells; binding to the SUR1 subunit triggers insulin release. Indicated for the management of type 2 diabetes mellitus, glimepiride is used to improve glycemic control in conjunction with diet and exercise. Side effects may include mild hypoglycemia, dizziness, and gastrointestinal disturbances; however, severe hypoglycemia, although rare, is a serious side effect. Clinically, glimepiride is administered as an oral tablet and often forms part of a combination therapy with other antidiabetic medications to achieve optimal blood glucose levels in patients with type 2 diabetes."
Guanadrel,DB00226,"Guanadrel, with DrugBank ID DB00226, is a postganglionic adrenergic blocking agent, structurally characterized by a sulfonamide-linked benzene and guanidine group, indicative of its functional identity as an antihypertensive drug. Belonging to the chemical category of sulfonamides and sharing a structural scaffold with its guanidine moiety, Guanadrel has pharmacological similarities to other antihypertensive agents such as Guanethidine. Its pharmacokinetic profile reveals moderate oral absorption, widespread tissue distribution, and metabolism primarily in the liver through enzyme-mediated hydroxylation, with subsequent renal excretion. Concerning toxicity, Guanadrel's safety margin is comparable to its class, but overdoses can lead to hypotension and potentially severe orthostatic hypotension. Guanadrel's pharmacodynamics involves the inhibition of adrenergic neurons specifically targeting the sympathetic nervous system, reflected in its use for managing essential hypertension. However, it may precipitate side effects ranging from mild (such as dizziness, headache) to more concerning symptoms (e.g., weakness and palpitations). Clinically, Guanadrel was prescribed primarily for its ability to lower blood pressure via peripheral vasodilation by depleting norepinephrine from sympathetic nerve endings, but due to the availability of newer antihypertensive drugs with more favorable side effect profiles, its usage has diminished in recent years."
