,DrugBank ID,OMIM ID
1247,DB01037,D012678
1248,DB01037,D012769
1249,DB01037,D012772
1250,DB01037,D012804
1251,DB01037,D012848
1252,DB01037,D012852
1253,DB01037,D013035
1254,DB01037,D013119
1255,DB01037,D013163
1256,DB01037,D013203
1257,DB01037,D013272
1258,DB01037,D013342
1259,DB01037,D013616
1260,DB01037,D013733
1261,DB01037,D013736
1262,DB01037,D013981
1263,DB01037,D014456
1264,DB01037,D014474
1265,DB01037,D014594
1266,DB01037,D015267
1267,DB01037,D015451
1268,DB01037,D015464
1269,DB01037,D015674
1270,DB01037,D015746
1271,DB01037,D015835
1272,DB01037,D015877
1273,DB01037,D016171
1274,DB01037,D016403
1275,DB01037,D016491
1276,DB01037,D016889
1277,DB01037,D017116
1278,DB01037,D017119
1279,DB01037,D017563
1280,DB01037,D018500
1281,DB01037,D018879
1282,DB01037,D019226
1283,DB01037,D019584
1284,DB01037,D019586
1285,DB01037,D019955
1286,DB01037,D019956
1287,DB01037,D019957
1288,DB01037,D019964
1289,DB01037,D020138
1290,DB01037,D020233
1291,DB01037,D020250
1292,DB01037,D020422
1293,DB01037,D020520
1294,DB01037,D020820
1295,DB01037,D023341
1296,DB01037,D029424
1297,DB01037,D034381
1298,DB01037,D048629
1299,DB01037,D049188
1300,DB01037,D053099
1301,DB01037,D053206
1302,DB01037,D053608
1303,DB01037,D054038
1304,DB01037,D054138
1305,DB01037,D054218
1306,DB01037,D055154
1307,DB01037,D055370
1308,DB01037,D056486
1309,DB01037,D058186
1310,DB01037,D062787
1311,DB01037,D064420
1312,DB01037,D065626
1313,DB01037,D066126
1314,DB00887,D007249
1315,DB00887,D009369
1316,DB00887,D010300
1317,DB00539,D009369
1318,DB00539,D009422
1319,DB00539,D009503
1320,DB00539,D010292
1321,DB00539,D013921
1322,DB00539,D013923
1323,DB00539,D018487
1324,DB00903,D000744
1325,DB00903,D001168
1326,DB00903,D001169
1327,DB00903,D001172
1328,DB00903,D001289
1329,DB00903,D001321
1330,DB00903,D001523
1331,DB00903,D001930
1332,DB00903,D001986
1333,DB00903,D002385
1334,DB00903,D002761
1335,DB00903,D003556
1336,DB00903,D004401
1337,DB00903,D005119
1338,DB00903,D005687
1339,DB00903,D006945
1340,DB00903,D007174
1341,DB00903,D007235
1342,DB00903,D007938
1343,DB00903,D007945
1344,DB00903,D009103
1345,DB00903,D009120
1346,DB00903,D009140
1347,DB00903,D009759
1348,DB00903,D010211
1349,DB00903,D010243
1350,DB00903,D010437
1351,DB00903,D010554
1352,DB00903,D010787
1353,DB00903,D011596
1354,DB00903,D012120
1355,DB00903,D012141
1356,DB00903,D012769
1357,DB00903,D013035
1358,DB00903,D013616
1359,DB00903,D013733
1360,DB00903,D013651
1361,DB00903,D013981
1362,DB00903,D015464
1363,DB00903,D015674
1364,DB00903,D016491
1365,DB00903,D016889
1366,DB00903,D017563
1367,DB00903,D019584
1368,DB00903,D019955
1369,DB00903,D019956
1370,DB00903,D020250
1371,DB00903,D020520
1372,DB00903,D020820
1373,DB00903,D054138
1374,DB00254,D007249
1375,DB00254,D009369
1376,DB00254,D010300
1377,DB01183,D010292
1378,DB00176,D005923
1379,DB00176,D006973
1380,DB00176,D007249
1381,DB00176,D009503
1382,DB00176,D010024
1383,DB00176,D010292
1384,DB00175,D004831
1385,DB00175,D009369
1386,DB00344,D004827
1387,DB00344,D009503
1388,DB00344,D009369
1389,DB00344,D006973
1390,DB00344,D006261
1391,DB00344,D004487
1392,DB00344,D006529
1393,DB00344,D018487
1394,DB01103,D002318
1395,DB01103,D009369
1396,DB00882,D001008
1397,DB00882,D001259
1398,DB00882,D004831
1399,DB00285,D004827
1400,DB00285,D004831
1401,DB00285,D006973
1402,DB00285,D007022
1403,DB00285,D007249
1404,DB00285,D009202
1405,DB00285,D009336
1406,DB00285,D009503
1407,DB00285,D010292
1408,DB00285,D013921
1409,DB00829,D004831
1410,DB00622,D001008
1411,DB00622,D004830
1412,DB00622,D006970
1413,DB00622,D009207
1414,DB00622,D013262
1415,DB00758,D001249
1416,DB00758,D001930
1417,DB00758,D003550
1418,DB00758,D008106
1419,DB00758,D009765
1420,DB00758,D010300
1421,DB00758,D050171
1422,DB01054,D001008
1423,DB01054,D004830
1424,DB01054,D006970
1425,DB01054,D010292
1426,DB01054,D013921
1427,DB01054,D018487
1428,DB01054,D020257
1429,DB01054,D020300
1430,DB01054,D020521
1431,DB01054,D056486
1432,DB01200,D001281
1433,DB01200,D003327
1434,DB01200,D003327
1435,DB01200,D004827
1436,DB01200,D006973
1437,DB01200,D007022
1438,DB01200,D007249
1439,DB01200,D007410
1440,DB01200,D009503
1441,DB01200,D010292
1442,DB00925,D003920
1443,DB00925,D003921
1444,DB00925,D003924
1445,DB00925,D006949
1446,DB00925,D006965
1447,DB00925,D008114
1448,DB00925,D008325
1449,DB00925,D009361
1450,DB00925,D011230
1451,DB00925,D011565
1452,DB00925,D011658
1453,DB00925,D012878
1454,DB00925,D013274
1455,DB00925,D013964
1456,DB00925,D015228
1457,DB00925,D015430
1458,DB00925,D015470
1459,DB00925,D047508
1460,DB00925,D054198
1461,DB00790,D004827
1462,DB00790,D004831
1463,DB00790,D004832
1464,DB00790,D006973
1465,DB00790,D007022
1466,DB00790,D007249
1467,DB00790,D007674
1468,DB00790,D009135
1469,DB00790,D009203
1470,DB00790,D009369
1471,DB00790,D010292
1472,DB00790,D013921
1473,DB00790,D020301
1474,DB03783,D004827
1475,DB03783,D004831
1476,DB03783,D004832
1477,DB03783,D005076
1478,DB03783,D005221
1479,DB03783,D005234
1480,DB03783,D005355
1481,DB03783,D005921
1482,DB03783,D006261
1483,DB03783,D006323
1484,DB03783,D006330
1485,DB03783,D006332
1486,DB03783,D006333
1487,DB03783,D006345
1488,DB03783,D006417
1489,DB03783,D006463
1490,DB03783,D006470
1491,DB03783,D006529
1492,DB03783,D006943
1493,DB03783,D006946
1494,DB03783,D006947
1495,DB03783,D006948
1496,DB03783,D006949
1497,DB03783,D006965
1498,DB03783,D006966
1499,DB03783,D006967
1500,DB03783,D006973
1501,DB03783,D006974
1502,DB03783,D006975
1503,DB03783,D006976
1504,DB03783,D006977
1505,DB03783,D006980
1506,DB03783,D006984
1507,DB03783,D006987
1508,DB03783,D007008
1509,DB03783,D007022
1510,DB03783,D007024
1511,DB03783,D007035
1512,DB03783,D007172
1513,DB03783,D007174
1514,DB03783,D007177
1515,DB03783,D007247
1516,DB03783,D007249
1517,DB03783,D007319
1518,DB03783,D007333
1519,DB03783,D007410
1520,DB03783,D007431
1521,DB03783,D007565
1522,DB03783,D007674
1523,DB03783,D007676
1524,DB03783,D007680
1525,DB03783,D007681
1526,DB03783,D007683
1527,DB03783,D007752
1528,DB03783,D007859
1529,DB03783,D007938
1530,DB03783,D007945
1531,DB03783,D007964
1532,DB03783,D007970
1533,DB03783,D008064
1534,DB03783,D008103
1535,DB03783,D008105
1536,DB03783,D008106
1537,DB03783,D008107
1538,DB03783,D008113
1539,DB03783,D008114
1540,DB03783,D008133
1541,DB03783,D008175
1542,DB03783,D008178
1543,DB03783,D008206
1544,DB03783,D008223
1545,DB03783,D008228
1546,DB03783,D008288
1547,DB03783,D008545
1548,DB03783,D008569
1549,DB03783,D008582
1550,DB03783,D008654
1551,DB03783,D008708
1552,DB03783,D008881
1553,DB03783,D009069
1554,DB03783,D009101
1555,DB03783,D009102
1556,DB03783,D009103
1557,DB03783,D009120
1558,DB03783,D009122
1559,DB03783,D009123
1560,DB03783,D009127
1561,DB03783,D009133
1562,DB03783,D009135
1563,DB03783,D009140
1564,DB03783,D009202
1565,DB03783,D009203
1566,DB03783,D009205
1567,DB03783,D009212
1568,DB03783,D009220
1569,DB03783,D009293
1570,DB03783,D009325
1571,DB03783,D009336
1572,DB03783,D009357
1573,DB03783,D009362
1574,DB03783,D009369
1575,DB03783,D009374
1576,DB03783,D009389
1577,DB03783,D009393
1578,DB03783,D009400
1579,DB03783,D009404
1580,DB03783,D009410
1581,DB03783,D009422
1582,DB03783,D009436
1583,DB03783,D009437
1584,DB03783,D009459
1585,DB03783,D009461
1586,DB03783,D009468
1587,DB03783,D009503
1588,DB03783,D009771
1589,DB03783,D009798
1590,DB03783,D009845
1591,DB03783,D009846
1592,DB03783,D009886
1593,DB03783,D009896
1594,DB03783,D009901
1595,DB03783,D010003
1596,DB03783,D010019
1597,DB03783,D010024
1598,DB03783,D010051
1599,DB03783,D010146
1600,DB03783,D010190
1601,DB03783,D010195
1602,DB03783,D010198
1603,DB03783,D010211
1604,DB03783,D010243
1605,DB03783,D010259
1606,DB03783,D010264
1607,DB03783,D010292
1608,DB03783,D010302
1609,DB03783,D010437
1610,DB03783,D010488
1611,DB03783,D010490
1612,DB03783,D010493
1613,DB03783,D010538
1614,DB03783,D010554
1615,DB03783,D010612
1616,DB03783,D010673
1617,DB03783,D010689
1618,DB03783,D010787
1619,DB03783,D010911
1620,DB03783,D010996
1621,DB03783,D011014
1622,DB03783,D011041
1623,DB03783,D011115
1624,DB03783,D011141
1625,DB03783,D011183
1626,DB03783,D011230
1627,DB03783,D011248
1628,DB03783,D011297
1629,DB03783,D011317
1630,DB03783,D011537
1631,DB03783,D011559
1632,DB03783,D011595
1633,DB03783,D011596
1634,DB03783,D011618
1635,DB03783,D011654
1636,DB03783,D011655
1637,DB03783,D011693
1638,DB03783,D011704
1639,DB03783,D011782
1640,DB03783,D012008
1641,DB03783,D012019
1642,DB03783,D012021
1643,DB03783,D012120
1644,DB03783,D012128
1645,DB03783,D012131
1646,DB03783,D012141
1647,DB03783,D012148
1648,DB03783,D012164
1649,DB03783,D012206
1650,DB03783,D012208
1651,DB03783,D012559
1652,DB03783,D012563
1653,DB03783,D012678
1654,DB03783,D012735
1655,DB03783,D012769
1656,DB03783,D012772
1657,DB03783,D012798
1658,DB03783,D012804
1659,DB03783,D012817
1660,DB03783,D012848
1661,DB03783,D012852
1662,DB03783,D012871
1663,DB03783,D012878
1664,DB03783,D012893
1665,DB03783,D013009
1666,DB03783,D013035
1667,DB03783,D013035
1668,DB03783,D013119
1669,DB03783,D013163
1670,DB03783,D013203
1671,DB03783,D013226
1672,DB03783,D013272
1673,DB03783,D013276
1674,DB03783,D013313
1675,DB03783,D013342
1676,DB03783,D013345
1677,DB03783,D013575
1678,DB03783,D013616
1679,DB03783,D013614
1680,DB03783,D013651
1681,DB03783,D013733
1682,DB03783,D013736
1683,DB03783,D013921
1684,DB03783,D013923
1685,DB03783,D013924
1686,DB03783,D013981
1687,DB03783,D014012
1688,DB03783,D014103
1689,DB03783,D014202
1690,DB03783,D014456
1691,DB03783,D014474
1692,DB03783,D014511
1693,DB03783,D014549
1694,DB03783,D014555
1695,DB03783,D014581
1696,DB03783,D014594
1697,DB03783,D014657
1698,DB03783,D014693
1699,DB03783,D014717
1700,DB03783,D014786
1701,DB03783,D014839
1702,DB03783,D014987
1703,DB03783,D015179
1704,DB03783,D015267
1705,DB03783,D015430
1706,DB03783,D015431
1707,DB03783,D015433
1708,DB03783,D015451
1709,DB03783,D015464
1710,DB03783,D015473
1711,DB03783,D015674
1712,DB03783,D015746
1713,DB03783,D015835
1714,DB03783,D015877
1715,DB03783,D016055
1716,DB03783,D016171
1717,DB03783,D016403
1718,DB03783,D016491
1719,DB03783,D016584
1720,DB03783,D016757
1721,DB03783,D016889
1722,DB03783,D017093
1723,DB03783,D017109
1724,DB03783,D017114
1725,DB03783,D017116
1726,DB03783,D017119
1727,DB03783,D017180
1728,DB03783,D017202
1729,DB03783,D017285
1730,DB03783,D017379
1731,DB03783,D017563
1732,DB03783,D017674
1733,DB03783,D018149
1734,DB03783,D018366
1735,DB03783,D018476
1736,DB03783,D018487
1737,DB03783,D018500
1738,DB03783,D018754
1739,DB03783,D018771
1740,DB03783,D018805
1741,DB03783,D018879
1742,DB03783,D018908
1743,DB03783,D019226
1744,DB03783,D019465
1745,DB03783,D019584
1746,DB03783,D019586
1747,DB03783,D019636
1748,DB03783,D019955
1749,DB03783,D019956
1750,DB03783,D019957
1751,DB03783,D019964
1752,DB03783,D019966
1753,DB03783,D019969
1754,DB03783,D019970
1755,DB03783,D020018
1756,DB03783,D020138
1757,DB03783,D020230
1758,DB03783,D020234
1759,DB03783,D020244
1760,DB03783,D020246
1761,DB03783,D020257
1762,DB03783,D020258
1763,DB03783,D020300
1764,DB03783,D020422
1765,DB03783,D020520
1766,DB03783,D020734
1767,DB03783,D020795
1768,DB03783,D020820
1769,DB03783,D020821
1770,DB03783,D020964
1771,DB03783,D023341
1772,DB03783,D023921
1773,DB03783,D024821
1774,DB03783,D029424
1775,DB03783,D034381
1776,DB03783,D047508
1777,DB03783,D047928
1778,DB03783,D049188
1779,DB03783,D050171
1780,DB03783,D050197
1781,DB03783,D053206
1782,DB03783,D053608
1783,DB03783,D053609
1784,DB03783,D054038
1785,DB03783,D054058
1786,DB03783,D054138
1787,DB03783,D054198
1788,DB03783,D054218
1789,DB03783,D054537
1790,DB03783,D054556
1791,DB03783,D055154
1792,DB03783,D055370
1793,DB03783,D056486
1794,DB03783,D056784
1795,DB03783,D058186
1796,DB03783,D062787
1797,DB03783,D064420
1798,DB03783,D065626
1799,DB03783,D066126
1800,DB00537,D003967
1801,DB00537,D007022
1802,DB00537,D007249
1803,DB00537,D007674
1804,DB00537,D009369
1805,DB00537,D010198
1806,DB01023,D005923
1807,DB01023,D006261
1808,DB01023,D006973
1809,DB01023,D007022
1810,DB01023,D008569
1811,DB01023,D009069
1812,DB01023,D009135
1813,DB01023,D009203
1814,DB01023,D009336
1815,DB01023,D010146
1816,DB01023,D010292
1817,DB01023,D010302
1818,DB01023,D010523
1819,DB01023,D011183
1820,DB01023,D011537
1821,DB01023,D011782
1822,DB01023,D013921
1823,DB01023,D014839
1824,DB01023,D018487
1825,DB00443,D004831
1826,DB00443,D006973
1827,DB00443,D007022
1828,DB00443,D007249
1829,DB00443,D007319
1830,DB00443,D007333
1831,DB00443,D007410
1832,DB00443,D009069
1833,DB00443,D009202
1834,DB00443,D009336
1835,DB00443,D009503
1836,DB00443,D010292
1837,DB00443,D011537
1838,DB00443,D013921
1839,DB00443,D014839
1840,DB00197,D001281
1841,DB00197,D004827
1842,DB00197,D004831
1843,DB00197,D005767
1844,DB00197,D006973
1845,DB00197,D007022
1846,DB00197,D007249
1847,DB00197,D007410
1848,DB00197,D008569
1849,DB00197,D009135
1850,DB00197,D009202
1851,DB00197,D009336
1852,DB00197,D009503
1853,DB00197,D010292
1854,DB00197,D011537
1855,DB00197,D013921
1856,DB00197,D014839
1857,DB00197,D018487
1858,DB00641,D003967
1859,DB00641,D004827
1860,DB00641,D006973
1861,DB00641,D007022
1862,DB00641,D007249
1863,DB00641,D008171
1864,DB00641,D009503
1865,DB00641,D010198
1866,DB00441,D003967
1867,DB00441,D004827
1868,DB00441,D004831
1869,DB00441,D005923
1870,DB00441,D006973
1871,DB00441,D007022
1872,DB00441,D007249
1873,DB00441,D008569
1874,DB00441,D009069
1875,DB00441,D009202
1876,DB00441,D009205
1877,DB00441,D009336
1878,DB00441,D011537
1879,DB00441,D013921
1880,DB00441,D013923
1881,DB00441,D014012
1882,DB00441,D015431
1883,DB00441,D018487
1884,DB00502,D003327
1885,DB00502,D004417
1886,DB00502,D006528
1887,DB00502,D007022
1888,DB00502,D007249
1889,DB00502,D007431
1890,DB00502,D007565
1891,DB00502,D007859
1892,DB00502,D008206
1893,DB00502,D008582
1894,DB00502,D009102
1895,DB00502,D009410
1896,DB00502,D010302
1897,DB00502,D011014
1898,DB00502,D011605
1899,DB00502,D012559
1900,DB00502,D013226
1901,DB00502,D014202
1902,DB00502,D017114
1903,DB00502,D019964
1904,DB01595,D001919
1905,DB01595,D006973
1906,DB01595,D007674
1907,DB01595,D009135
1908,DB01595,D009203
1909,DB01595,D010146
1910,DB01595,D010292
1911,DB01595,D010689
1912,DB01595,D015431
1913,DB00342,D020734
1914,DB00342,D020795
1915,DB00342,D020821
1916,DB00342,D020820
1917,DB00342,D020964
1918,DB00342,D020138
1919,DB00342,D020422
1920,DB00342,D020520
1921,DB00342,D020250
1922,DB00342,D020230
1923,DB00342,D020233
1924,DB00342,D020234
1925,DB00458,D004831
1926,DB00471,D005923
1927,DB00715,D004409
1928,DB00715,D004415
1929,DB00715,D005317
1930,DB00715,D005355
1931,DB00715,D005921
1932,DB00715,D006261
1933,DB00715,D006332
1934,DB00715,D006333
1935,DB00715,D006463
1936,DB00715,D006529
1937,DB00715,D006966
1938,DB00715,D007008
1939,DB00715,D007022
1940,DB00715,D007249
1941,DB00715,D007410
1942,DB00715,D007431
1943,DB00715,D007565
1944,DB00715,D007680
1945,DB00715,D007752
1946,DB00715,D007859
1947,DB00715,D007964
1948,DB00715,D008103
1949,DB00715,D008133
1950,DB00715,D008206
1951,DB00715,D008223
1952,DB00715,D008569
1953,DB00715,D008582
1954,DB00715,D009069
1955,DB00715,D009101
1956,DB00715,D009102
1957,DB00715,D009123
1958,DB00715,D009202
1959,DB00715,D009336
1960,DB00715,D009357
1961,DB00715,D009410
1962,DB00715,D009421
1963,DB00715,D009436
1964,DB00715,D009503
1965,DB00715,D010003
1966,DB00715,D010195
1967,DB00715,D010211
1968,DB00715,D010243
1969,DB00715,D010302
1970,DB00715,D010437
1971,DB00715,D010488
1972,DB00715,D010490
1973,DB00715,D010554
1974,DB00715,D010673
1975,DB00715,D010787
1976,DB00715,D011014
1977,DB00715,D011183
1978,DB00715,D011537
1979,DB00715,D011595
1980,DB00715,D011605
1981,DB00715,D011693
1982,DB00715,D011704
1983,DB00715,D012019
1984,DB00715,D012021
1985,DB00715,D012131
1986,DB00715,D012141
1987,DB00715,D012164
1988,DB00715,D012208
1989,DB00715,D012559
1990,DB00715,D012678
1991,DB00715,D012769
1992,DB00715,D012772
1993,DB00715,D012804
1994,DB00715,D012848
1995,DB00715,D013009
1996,DB00715,D013035
1997,DB00715,D013226
1998,DB00715,D013276
1999,DB00715,D013342
2000,DB00715,D013616
2001,DB00715,D013733
2002,DB00715,D013981
2003,DB00715,D014103
2004,DB00715,D014202
2005,DB00715,D014456
2006,DB00715,D014474
2007,DB00715,D014549
2008,DB00715,D014555
2009,DB00715,D014581
2010,DB00715,D014657
2011,DB00715,D014987
2012,DB00715,D015179
2013,DB00715,D015267
2014,DB00715,D015451
2015,DB00715,D015464
2016,DB00715,D015674
2017,DB00715,D015746
2018,DB00715,D015835
2019,DB00715,D015877
2020,DB00715,D016055
2021,DB00715,D016403
2022,DB00715,D016491
2023,DB00715,D017114
2024,DB00715,D017116
2025,DB00715,D017119
2026,DB00715,D017563
2027,DB00715,D017880
2028,DB00715,D018476
2029,DB00715,D018500
2030,DB00715,D018771
2031,DB00715,D018879
2032,DB00715,D018908
2033,DB00715,D019226
2034,DB00715,D019584
2035,DB00715,D019586
2036,DB00715,D019955
2037,DB00715,D019956
2038,DB00715,D019957
2039,DB00715,D019964
2040,DB00715,D019966
2041,DB00715,D019969
2042,DB00715,D020018
2043,DB00715,D020138
2044,DB00715,D020233
2045,DB00715,D020250
2046,DB00715,D020300
2047,DB00715,D020422
2048,DB00715,D020520
2049,DB00715,D020734
2050,DB00715,D020795
2051,DB00715,D020820
2052,DB00715,D020821
2053,DB00715,D020964
2054,DB00715,D023341
2055,DB00715,D023921
2056,DB00715,D024821
2057,DB00715,D028361
2058,DB00715,D029424
2059,DB00715,D034381
2060,DB00715,D047508
2061,DB00715,D047928
2062,DB00715,D048629
2063,DB00715,D049188
2064,DB00715,D050171
2065,DB00715,D050197
2066,DB00715,D053206
2067,DB00715,D053608
2068,DB00715,D053609
2069,DB00715,D054038
2070,DB00715,D054058
2071,DB00715,D054138
2072,DB00715,D054198
2073,DB00715,D054218
2074,DB00715,D054537
2075,DB00715,D054556
2076,DB00715,D055154
2077,DB00715,D055370
2078,DB00715,D056486
2079,DB00715,D056784
2080,DB00715,D058186
2081,DB00715,D062787
2082,DB00715,D064420
2083,DB00715,D065626
2084,DB00715,D066126
2085,DB00199,D004827
2086,DB00199,D004830
2087,DB00199,D006973
2088,DB00199,D007022
2089,DB00199,D007249
2090,DB00199,D009503
2091,DB00199,D010146
2092,DB00199,D010198
2093,DB00115,D004827
2094,DB00115,D004829
2095,DB00115,D004830
2096,DB00373,D001008
2097,DB00373,D004830
2098,DB00373,D006970
2099,DB00373,D007037
2100,DB00373,D009207
2101,DB00373,D010291
2102,DB00373,D011507
2103,DB00373,D012640
2104,DB00373,D013262
2105,DB00373,D013375
2106,DB00373,D017674
2107,DB00373,D020301
2108,DB00490,D001249
2109,DB00490,D004827
2110,DB00490,D004831
2111,DB00490,D004832
2112,DB00490,D005076
2113,DB00490,D006212
2114,DB00490,D006529
2115,DB00490,D006930
2116,DB00490,D006948
2117,DB00490,D007172
2118,DB00490,D007319
2119,DB00490,D007565
2120,DB00490,D007859
2121,DB00490,D008206
2122,DB00490,D008582
2123,DB00490,D009102
2124,DB00490,D009410
2125,DB00490,D010302
2126,DB00490,D011014
2127,DB00490,D011605
2128,DB00490,D012559
2129,DB00490,D013226
2130,DB00490,D014202
2131,DB00490,D017114
2132,DB00490,D019964
2133,DB00968,D001008
2134,DB00968,D004830
2135,DB00968,D013375
2136,DB00559,D004827
2137,DB00559,D005923
2138,DB00559,D006973
2139,DB00559,D007022
2140,DB00559,D007249
2141,DB00559,D009135
2142,DB00559,D009203
2143,DB00559,D009369
2144,DB00559,D010146
2145,DB00559,D010198
2146,DB00559,D011537
2147,DB00559,D013921
2148,DB00559,D014839
2149,DB00559,D018487
2150,DB00451,D001919
2151,DB00451,D002311
2152,DB00451,D002312
2153,DB00451,D003704
2154,DB00451,D003875
2155,DB00451,D004195
2156,DB00451,D004244
2157,DB00451,D004719
2158,DB00451,D005910
2159,DB00451,D006261
2160,DB00451,D006323
2161,DB00451,D006330
2162,DB00451,D006332
2163,DB00451,D006940
2164,DB00451,D006975
2165,DB00451,D006976
2166,DB00451,D006977
2167,DB00451,D007022
2168,DB00451,D007024
2169,DB00451,D007249
2170,DB00451,D007333
2171,DB00451,D007676
2172,DB00451,D008569
2173,DB00451,D009069
2174,DB00451,D009202
2175,DB00451,D009205
2176,DB00451,D009336
2177,DB00451,D011183
2178,DB00451,D011537
2179,DB00451,D011782
2180,DB00451,D012206
2181,DB00451,D012893
2182,DB00451,D013610
2183,DB00451,D014693
2184,DB00451,D015427
2185,DB00451,D015428
2186,DB00451,D015431
2187,DB00451,D016584
2188,DB00451,D016757
2189,DB00451,D017180
2190,DB00451,D017379
2191,DB00451,D018366
2192,DB00451,D018487
2193,DB00451,D018754
2194,DB00451,D019970
2195,DB00451,D020244
2196,DB00451,D020257
2197,DB00451,D020521
2198,DB00451,D023921
2199,DB00451,D051437
2200,DB00451,D054058
2201,DB00451,D054537
2202,DB00451,D056486
2203,DB00451,D058186
2204,DB00451,D062787
2205,DB00451,D066126
2206,DB00950,D006973
2207,DB00950,D007022
2208,DB00950,D007249
2209,DB00950,D007319
2210,DB00950,D007333
2211,DB00950,D007410
2212,DB00950,D007431
2213,DB00950,D007565
2214,DB00950,D007674
2215,DB00950,D007676
2216,DB00950,D007680
2217,DB00950,D007683
2218,DB00950,D007859
2219,DB00950,D007964
2220,DB00950,D007970
2221,DB00950,D008103
2222,DB00950,D008105
2223,DB00950,D008106
2224,DB00950,D008107
2225,DB00950,D008113
2226,DB00950,D008114
2227,DB00950,D008133
2228,DB00950,D008175
2229,DB00950,D008178
2230,DB00950,D008180
2231,DB00950,D008206
2232,DB00950,D008223
2233,DB00950,D008228
2234,DB00950,D008288
2235,DB00950,D008545
2236,DB00950,D008569
2237,DB00950,D008581
2238,DB00950,D008582
2239,DB00950,D008654
2240,DB00950,D008708
2241,DB00950,D008881
2242,DB00950,D009069
2243,DB00950,D009101
2244,DB00950,D009102
2245,DB00950,D009103
2246,DB00950,D009120
2247,DB00950,D009122
2248,DB00950,D009123
2249,DB00950,D009127
2250,DB00950,D009128
2251,DB00950,D009133
2252,DB00950,D009135
2253,DB00950,D009140
2254,DB00950,D009157
2255,DB00950,D009190
2256,DB00950,D009202
2257,DB00950,D009203
2258,DB00950,D009205
2259,DB00950,D009212
2260,DB00950,D009220
2261,DB00950,D009293
2262,DB00950,D009325
2263,DB00950,D009336
2264,DB00950,D009357
2265,DB00950,D009362
2266,DB00950,D009369
2267,DB00950,D009374
2268,DB00950,D009389
2269,DB00950,D009393
2270,DB00950,D009400
2271,DB00950,D009404
2272,DB00950,D009410
2273,DB00950,D009421
2274,DB00950,D009422
2275,DB00950,D009436
2276,DB00950,D009437
2277,DB00950,D009459
2278,DB00950,D009461
2279,DB00950,D009468
2280,DB00950,D009503
2281,DB00950,D009759
2282,DB00950,D009771
2283,DB00950,D009798
2284,DB00950,D009845
2285,DB00950,D009846
2286,DB00950,D009886
2287,DB00950,D009896
2288,DB00950,D009901
2289,DB00950,D010003
2290,DB00950,D010019
2291,DB00950,D010024
2292,DB00950,D010051
2293,DB00950,D010146
2294,DB00950,D010190
2295,DB00950,D010195
2296,DB00950,D010198
2297,DB00950,D010211
2298,DB00950,D010243
2299,DB00950,D010259
2300,DB00950,D010264
2301,DB00950,D010292
2302,DB00950,D010300
2303,DB00950,D010302
2304,DB00950,D010437
2305,DB00950,D010488
2306,DB00950,D010490
2307,DB00950,D010493
2308,DB00950,D010538
2309,DB00950,D010554
2310,DB00950,D010612
2311,DB00950,D010673
2312,DB00950,D010689
2313,DB00950,D010787
2314,DB00950,D010911
2315,DB00950,D010996
2316,DB00950,D011014
2317,DB00950,D011041
2318,DB00950,D011115
2319,DB00950,D011141
2320,DB00950,D011183
2321,DB00950,D011230
2322,DB00950,D011248
2323,DB00950,D011297
2324,DB00950,D011317
2325,DB00950,D011537
2326,DB00950,D011559
2327,DB00950,D011565
2328,DB00950,D011595
2329,DB00950,D011596
2330,DB00950,D011618
2331,DB00950,D011654
2332,DB00950,D011655
2333,DB00950,D011693
2334,DB00950,D011704
2335,DB00950,D011782
2336,DB00950,D011928
2337,DB00950,D012010
2338,DB00950,D012019
2339,DB00950,D012021
2340,DB00950,D012131
2341,DB00950,D012141
2342,DB00950,D012148
2343,DB00950,D012164
2344,DB00950,D012206
2345,DB00950,D012208
2346,DB00950,D012559
2347,DB00950,D012563
2348,DB00950,D012678
2349,DB00950,D012735
2350,DB00950,D012769
2351,DB00950,D012772
2352,DB00950,D012798
2353,DB00950,D012804
2354,DB00950,D012817
2355,DB00950,D012848
2356,DB00950,D012852
2357,DB00950,D012871
2358,DB00950,D012878
2359,DB00950,D013009
2360,DB00950,D013035
2361,DB00950,D013035
2362,DB00950,D013119
2363,DB00950,D013163
2364,DB00950,D013203
2365,DB00950,D013226
2366,DB00950,D013272
2367,DB00950,D013276
2368,DB00950,D013313
2369,DB00950,D013342
2370,DB00950,D013345
2371,DB00950,D013575
2372,DB00950,D013614
2373,DB00950,D013616
2374,DB00950,D013733
2375,DB00950,D013736
2376,DB00950,D013981
2377,DB00950,D014103
2378,DB00950,D014202
2379,DB00950,D014456
2380,DB00950,D014474
2381,DB00950,D014549
2382,DB00950,D014555
2383,DB00950,D014581
2384,DB00950,D014594
2385,DB00950,D014657
2386,DB00950,D014786
2387,DB00950,D014839
2388,DB00950,D014987
2389,DB00950,D015267
2390,DB00950,D015431
2391,DB00950,D015451
2392,DB00950,D015464
2393,DB00950,D015473
2394,DB00950,D015674
2395,DB00950,D015746
2396,DB00950,D015835
2397,DB00950,D015877
2398,DB00950,D016055
2399,DB00950,D016171
2400,DB00950,D016403
2401,DB00950,D016491
2402,DB00950,D016584
2403,DB00950,D016757
2404,DB00950,D016889
2405,DB00950,D017109
2406,DB00950,D017114
2407,DB00950,D017116
2408,DB00950,D017119
2409,DB00950,D017180
2410,DB00950,D017202
2411,DB00950,D017285
