Unnamed: 0,DrugBank ID,MeSH ID
18178,DB00630,D016889
18179,DB00630,D000077195
18180,DB00630,D005879
18181,DB00630,D010673
18182,DB00630,D020190
18183,DB00630,D009902
18184,DB00630,D009157
18185,DB00630,D010001
18186,DB00630,D010510
18187,DB00630,D000075222
18188,DB00630,D014917
18189,DB00630,D055752
18190,DB00630,D009290
18191,DB00630,D065768
18192,DB00630,D020275
18193,DB00630,D012541
18194,DB00630,D011111
18195,DB00630,D009396
18196,DB00630,D020326
18197,DB00630,D007011
18198,DB00630,D006937
18199,DB00630,D012512
18200,DB00630,D053098
18201,DB00630,D054179
18202,DB00630,D052018
18203,DB00630,D007873
18204,DB00630,D004892
18205,DB00630,D010373
18206,DB00630,D011695
18207,DB00630,D004832
18208,DB00630,D009373
18209,DB00630,D010916
18210,DB00630,D012507
18211,DB00630,D017241
18212,DB00630,D004421
18213,DB00630,D001523
18214,DB00630,D016112
18215,DB00630,D007918
18216,DB00630,D006333
18217,DB00630,D004829
18218,DB00630,D012516
18219,DB00630,D003966
18220,DB00630,D000312
18221,DB00630,D000690
18222,DB00630,D013736
18223,DB00630,D012514
18224,DB00630,D019851
18225,DB00630,D006528
18226,DB00630,D004820
18227,DB00630,D006509
18228,DB00630,D010911
18229,DB00630,D018273
18230,DB00630,D011087
18231,DB00630,D040181
18232,DB00630,D006934
18233,DB00630,D003550
18234,DB00630,D003453
18235,DB00630,D010488
18236,DB00630,D018288
18237,DB00630,D019578
18238,DB00630,D002602
18239,DB00630,D055953
18240,DB00630,D022124
18241,DB00630,D000848
18242,DB00630,D002386
18243,DB00630,D002647
18244,DB00630,D006069
18245,DB00630,D006954
18246,DB00630,D015043
18247,DB00630,D017114
18248,DB00630,D003424
18249,DB00630,D006111
18250,DB00630,D009165
18251,DB00630,D003480
18252,DB00630,D012010
18253,DB00630,D000505
18254,DB00630,D014820
18255,DB00630,D002862
18256,DB00630,D001072
18257,DB00630,D001606
18258,DB00630,D014435
18259,DB00630,D000881
18260,DB00630,D006086
18261,DB00630,D008228
18262,DB00630,D016649
18263,DB00630,D006828
18264,DB00630,D013587
18265,DB00630,D013915
18266,DB00630,D005738
18267,DB00630,D015228
18268,DB00630,D001759
18269,DB00630,D012509
18270,DB00630,D002822
18271,DB00630,D014406
18272,DB00630,D001157
18273,DB00630,D051474
18274,DB00630,D014402
18275,DB00630,D000562
18276,DB00630,D003047
18277,DB00630,D020790
18278,DB00630,D008219
18279,DB00630,D010284
18280,DB00630,D053206
18281,DB00630,D009190
18282,DB00630,D007251
18283,DB00630,D008288
18284,DB00630,D006660
18285,DB00630,D020961
18286,DB00630,D007644
18287,DB00630,D012532
18288,DB00630,D009091
18289,DB00630,D009080
18290,DB00630,D043183
18291,DB00630,D017515
18292,DB00630,D005873
18293,DB00630,D016585
18294,DB00630,D046152
18295,DB00630,D005910
18296,DB00630,D008269
18297,DB00630,D004374
18298,DB00630,D011020
18299,DB00630,D016736
18300,DB00630,D012859
18301,DB00630,D015352
18302,DB00630,D008268
18303,DB00630,D007645
18304,DB00630,D014802
18305,DB00630,D010930
18306,DB00630,D007943
18307,DB00630,D050031
18308,DB00630,D055728
18309,DB00630,D002280
18310,DB00630,D020385
18311,DB00630,D001259
18312,DB00630,D028226
18313,DB00630,D006962
18314,DB00630,D013132
18315,DB00630,D004422
18316,DB00630,D006816
18317,DB00630,D001477
18318,DB00630,D000707
18319,DB00630,D014437
18320,DB00630,D020388
18321,DB00630,D018263
18322,DB00630,D003928
18323,DB00630,D013174
18324,DB00630,D005198
18325,DB00630,D000347
18326,DB00630,D018197
18327,DB00630,D011225
18328,DB00630,D018798
18329,DB00630,D017488
18330,DB00630,D001987
18331,DB00630,D003555
18332,DB00630,D003586
18333,DB00630,D004893
18334,DB00630,D005687
18335,DB00630,D029503
18336,DB00630,D008181
18337,DB00630,D000141
18338,DB00630,D007896
18339,DB00630,D009855
18340,DB00630,D020514
18341,DB00630,D014123
18342,DB00630,D011115
18343,DB00630,D004169
18344,DB00630,D002446
18345,DB00630,D008545
18346,DB00630,D006966
18347,DB00630,D056693
18348,DB00630,D014927
18349,DB00630,D010383
18350,DB00630,D055623
18351,DB00630,D002771
18352,DB00630,D012612
18353,DB00630,D054221
18354,DB00630,D004697
18355,DB00630,D014245
18356,DB00630,D008105
18357,DB00630,D009437
18358,DB00630,D017490
18359,DB00630,D005359
18360,DB00630,D011125
18361,DB00630,D012555
18362,DB00630,D006929
18363,DB00630,D004761
18364,DB00630,D012175
18365,DB00630,D001162
18366,DB00630,D008088
18367,DB00630,D015419
18368,DB00630,D010229
18369,DB00630,D017229
18370,DB00630,D002780
18371,DB00630,D000172
18372,DB00630,D002294
18373,DB00630,D018901
18374,DB00630,D002006
18375,DB00630,D013919
18376,DB00630,D054437
18377,DB00630,D003731
18378,DB00630,D031249
18379,DB00630,D003414
18380,DB00630,D006950
18381,DB00630,D056729
18382,DB00630,D013322
18383,DB00630,D008589
18384,DB00630,D052537
18385,DB00630,D008527
18386,DB00630,D013964
18387,DB00630,D002971
18388,DB00630,D017492
18389,DB00630,D013920
18390,DB00630,D000306
18391,DB00630,D010282
18392,DB00630,D013922
18393,DB00630,D001474
18394,DB00630,D020096
18395,DB00630,D007922
18396,DB00630,D004165
18397,DB00630,D005271
18398,DB00630,D052536
18399,DB00630,D001176
18400,DB00630,D015211
18401,DB00630,D018357
18402,DB00630,D008305
18403,DB00630,D006394
18404,DB00630,D015459
18405,DB00630,D006501
18406,DB00630,D012552
18407,DB00630,D017887
18408,DB00630,D017681
18409,DB00630,D009889
18410,DB00630,D014202
18411,DB00630,D000743
18412,DB00630,D012614
18413,DB00630,D003218
18414,DB00630,D015001
18415,DB00630,D003551
18416,DB00630,D020194
18417,DB00630,D000196
18418,DB00630,D018633
18419,DB00630,D006953
18420,DB00630,D018785
18421,DB00630,D011778
18422,DB00630,D015267
18423,DB00630,D056725
18424,DB00630,D007566
18425,DB00630,D014648
18426,DB00630,D009956
18427,DB00630,D001321
18428,DB00630,D011019
18429,DB00630,D010237
18430,DB00630,D016878
18431,DB00630,D015499
18432,DB00630,D014355
18433,DB00630,D008581
18434,DB00630,D004802
18435,DB00630,D014141
18436,DB00630,D000542
18437,DB00630,D001254
18438,DB00630,D001196
18439,DB00630,D008175
18440,DB00630,D052556
18441,DB00630,D013742
18442,DB00630,D007057
18443,DB00630,D015175
18444,DB00630,D006527
18445,DB00630,D005878
18446,DB00630,D007676
18447,DB00630,D006946
18448,DB00630,D005356
18449,DB00630,D053579
18450,DB00630,D003294
18451,DB00630,D011546
18452,DB00630,D014973
18453,DB00630,D020246
18454,DB00630,D005211
18455,DB00630,D009617
18456,DB00630,D002239
18457,DB00630,D018856
18458,DB00630,D006932
18459,DB00630,D003457
18460,DB00630,D005892
18461,DB00630,D005776
18462,DB00630,D020513
18463,DB00630,D000749
18464,DB00630,D005877
18465,DB00630,D014846
18466,DB00630,D003003
18467,DB00630,D024741
18468,DB00630,D010505
18469,DB00630,D018879
18470,DB00630,D003929
18471,DB00630,D008947
18472,DB00630,D063730
18473,DB00630,D020165
18474,DB00630,D008708
18475,DB00630,D003930
18476,DB00630,D000745
18477,DB00630,D009135
18478,DB00630,D019693
18479,DB00630,D007888
18480,DB00630,D012061
18481,DB00630,D013344
18482,DB00630,D002169
18483,DB00630,D000015
18484,DB00630,D013771
18485,DB00630,D020159
18486,DB00630,D014201
18487,DB00630,D016403
18488,DB00630,D001068
18489,DB00630,D007876
18490,DB00630,D007177
18491,DB00630,D018207
18492,DB00630,D020915
18493,DB00630,D006712
18494,DB00630,D006725
18495,DB00630,D004443
18496,DB00630,D000326
18497,DB00630,D003554
18498,DB00630,D014257
18499,DB00630,D006100
18500,DB00630,D011081
18501,DB00630,D012373
18502,DB00630,D020163
18503,DB00630,D007946
18504,DB00519,D006973
18505,DB00519,D001249
18506,DB00519,D003876
18507,DB00519,D001943
18508,DB00519,D001932
18509,DB00519,D001171
18510,DB00519,D003924
18511,DB00519,D006319
18512,DB00519,D009101
18513,DB00519,D001764
18514,DB00519,D001281
18515,DB00519,D006073
18516,DB00519,D002177
18517,DB00519,D001289
18518,DB00519,D009404
18519,DB00519,D006980
18520,DB00519,D001749
18521,DB00519,D006938
18522,DB00519,D007006
18523,DB00519,D003922
18524,DB00519,D006526
18525,DB00519,D010190
18526,DB00519,D001228
18527,DB00519,D009765
18528,DB00519,D006976
18529,DB00519,D006030
18530,DB00519,D002583
18531,DB00519,D008010
18532,DB00519,D002819
18533,DB00519,D001327
18534,DB00519,D003234
18535,DB00519,D002178
18536,DB00519,D004938
18537,DB00519,D009902
18538,DB00519,D009157
18539,DB00519,D010001
18540,DB00519,D010510
18541,DB00519,D009290
18542,DB00519,D007011
18543,DB00519,D006937
18544,DB00519,D004421
18545,DB00519,D001523
18546,DB00519,D007918
18547,DB00519,D006333
18548,DB00519,D004829
18549,DB00519,D003966
18550,DB00519,D000312
18551,DB00519,D000690
18552,DB00519,D006528
18553,DB00519,D004820
18554,DB00519,D006509
18555,DB00519,D010911
18556,DB00519,D011087
18557,DB00519,D006934
18558,DB00519,D003550
18559,DB00519,D003453
18560,DB00519,D010488
18561,DB00519,D002602
18562,DB00519,D000848
18563,DB00519,D002386
18564,DB00519,D002647
18565,DB00519,D006069
18566,DB00519,D006954
18567,DB00519,D003424
18568,DB00519,D006111
18569,DB00519,D009165
18570,DB00519,D003480
18571,DB00519,D012010
18572,DB00519,D000505
18573,DB00519,D002862
18574,DB00519,D001072
18575,DB00519,D001606
18576,DB00519,D000881
18577,DB00519,D006086
18578,DB00519,D008228
18579,DB00519,D006828
18580,DB00519,D005738
18581,DB00519,D001759
18582,DB00519,D002822
18583,DB00519,D001157
18584,DB00519,D000562
18585,DB00519,D003047
18586,DB00519,D008219
18587,DB00519,D010284
18588,DB00519,D009190
18589,DB00519,D007251
18590,DB00519,D008288
18591,DB00519,D006660
18592,DB00519,D007644
18593,DB00519,D009091
18594,DB00519,D009080
18595,DB00519,D005873
18596,DB00519,D005910
18597,DB00519,D008269
18598,DB00519,D004374
18599,DB00519,D011020
18600,DB00519,D012859
18601,DB00519,D008268
18602,DB00519,D007645
18603,DB00519,D002280
18604,DB00519,D001259
18605,DB00519,D006962
18606,DB00519,D004422
18607,DB00519,D006816
18608,DB00519,D001477
18609,DB00519,D000707
18610,DB00519,D004421
18611,DB00519,D003928
18612,DB00519,D005198
18613,DB00519,D000347
18614,DB00519,D011225
18615,DB00519,D001987
18616,DB00519,D003555
18617,DB00519,D003586
18618,DB00519,D004893
18619,DB00519,D005687
18620,DB00519,D008181
18621,DB00519,D000141
18622,DB00519,D007896
18623,DB00519,D009855
18624,DB00519,D014123
18625,DB00519,D011115
18626,DB00519,D004169
18627,DB00519,D002446
18628,DB00519,D008545
18629,DB00519,D006966
18630,DB00519,D010383
18631,DB00519,D002771
18632,DB00519,D012612
18633,DB00519,D004697
18634,DB00519,D008105
18635,DB00519,D009437
18636,DB00519,D005359
18637,DB00519,D011125
18638,DB00519,D012555
18639,DB00519,D006929
18640,DB00519,D004761
18641,DB00519,D012175
18642,DB00519,D001162
18643,DB00519,D008088
18644,DB00519,D002294
18645,DB00519,D002006
18646,DB00519,D003731
18647,DB00519,D031249
18648,DB00519,D003414
18649,DB00519,D006950
18650,DB00519,D008589
18651,DB00519,D008527
18652,DB00519,D002971
18653,DB00519,D010282
18654,DB00519,D004165
18655,DB00519,D005271
18656,DB00519,D001176
18657,DB00519,D015211
18658,DB00519,D006394
18659,DB00519,D015459
18660,DB00519,D006501
18661,DB00519,D012552
18662,DB00519,D014202
18663,DB00519,D000743
18664,DB00519,D012614
18665,DB00519,D003218
18666,DB00519,D015001
18667,DB00519,D003551
18668,DB00519,D000196
18669,DB00519,D006953
18670,DB00519,D007566
18671,DB00519,D009956
18672,DB00519,D001321
18673,DB00519,D011019
18674,DB00519,D010237
18675,DB00519,D014355
18676,DB00519,D008581
18677,DB00519,D004802
18678,DB00519,D014141
18679,DB00519,D000542
18680,DB00519,D001254
18681,DB00519,D001196
18682,DB00519,D008175
18683,DB00519,D007057
18684,DB00519,D006527
18685,DB00519,D005878
18686,DB00519,D007676
18687,DB00519,D006946
18688,DB00519,D005356
18689,DB00519,D003294
18690,DB00519,D011546
18691,DB00519,D005211
18692,DB00519,D009617
18693,DB00519,D002239
18694,DB00519,D006932
18695,DB00519,D003457
18696,DB00519,D005892
18697,DB00519,D005776
18698,DB00519,D000749
18699,DB00519,D005877
18700,DB00519,D003003
18701,DB00519,D010505
18702,DB00519,D003929
18703,DB00519,D008947
18704,DB00519,D020165
18705,DB00519,D008708
18706,DB00519,D003930
18707,DB00519,D000745
18708,DB00519,D009135
18709,DB00519,D007888
18710,DB00519,D012061
18711,DB00519,D013344
18712,DB00519,D002169
18713,DB00519,D000015
18714,DB00519,D013771
18715,DB00519,D014201
18716,DB00519,D001068
18717,DB00519,D007876
18718,DB00519,D007177
18719,DB00519,D006712
18720,DB00519,D006725
18721,DB00519,D004443
18722,DB00519,D000326
18723,DB00519,D003554
18724,DB00519,D014257
18725,DB00519,D006100
18726,DB00519,D011081
18727,DB00519,D012373
18728,DB00657,D006973
18729,DB11596,D001943
18730,DB11596,D009298
18731,DB01088,D006333
18732,DB00554,D010392
18733,DB00554,D001171
18734,DB00554,D001281
18735,DB00554,D001289
18736,DB00554,D006973
18737,DB00554,D007592
18738,DB00554,D009394
18739,DB00502,D012559
18740,DB00829,D001008
18741,DB00829,D001281
18742,DB00829,D006973
18743,DB00829,D007319
18744,DB00829,D001249
18745,DB00829,D006333
18746,DB00829,D006528
18747,DB00829,D001749
18748,DB00829,D006973
18749,DB00829,D001523
18750,DB00829,D006973
18751,DB00829,D001932
18752,DB00829,D006973
18753,DB00829,D001523
18754,DB00829,D001281
18755,DB00829,D001008
18756,DB00829,D006333
18757,DB00829,D001249
18758,DB00829,D006528
18759,DB00829,D001749
18760,DB00290,D001932
18761,DB00290,D001943
18762,DB00290,D006973
18763,DB01099,D002292
18764,DB00322,D001943
18765,DB00322,D001932
18766,DB00322,D009298
18767,DB00605,D001172
18768,DB00605,D001281
18769,DB00605,D006333
18770,DB00605,D006973
18771,DB00605,D007644
18772,DB00605,D009394
18773,DB00758,D001249
18774,DB00758,D003876
18775,DB00758,D001943
18776,DB00758,D001932
18777,DB00758,D009298
18778,DB00758,D012559
18779,DB00758,D010003
18780,DB00758,D011565
18781,DB00758,D001172
18782,DB00758,D006689
18783,DB00758,D003924
18784,DB00758,D015470
18785,DB00758,D006319
18786,DB00758,D015464
18787,DB00758,D007592
18788,DB00758,D010300
18789,DB00758,D004401
18790,DB00758,D009182
18791,DB00758,D003093
18792,DB00758,D009103
18793,DB00758,D005764
18794,DB00758,D009101
18795,DB00758,D001764
18796,DB00758,D020734
18797,DB00758,D010437
18798,DB00758,D005902
18799,DB00758,D001171
18800,DB00758,D014376
18801,DB00758,D010024
18802,DB00758,D003863
18803,DB00758,D001281
18804,DB00758,D016584
18805,DB00758,D000787
18806,DB00758,D008224
18807,DB00758,D002177
18808,DB00758,D001289
18809,DB00758,D006073
18810,DB00758,D012628
18811,DB00758,D003371
18812,DB00758,D012148
18813,DB00758,D008178
18814,DB00758,D007319
18815,DB00758,D009404
18816,DB00758,D013274
18817,DB00758,D003922
18818,DB00758,D008180
18819,DB00758,D009771
18820,DB00758,D020522
18821,DB00758,D006949
18822,DB00758,D001145
18823,DB00758,D002644
18824,DB00758,D031845
18825,DB00758,D015179
18826,DB00758,D013167
18827,DB00758,D014005
18828,DB00758,D017449
18829,DB00758,D002292
18830,DB00758,D001762
18831,DB00758,D010392
18832,DB00758,D016481
18833,DB00758,D015212
18834,DB00758,D004715
18835,DB00758,D054218
18836,DB00758,D008575
18837,DB00758,D010391
18838,DB00758,D009203
18839,DB00758,D002289
18840,DB00758,D001714
18841,DB00758,D015658
18842,DB00758,D017285
18843,DB00758,D006980
18844,DB00758,D001528
18845,DB00758,D029424
18846,DB00758,D006938
18847,DB00758,D046589
18848,DB00758,D001749
18849,DB00758,D001008
18850,DB00758,D016411
18851,DB00758,D011471
18852,DB00758,D007006
18853,DB00758,D003324
18854,DB00758,D013262
18855,DB00758,D018232
18856,DB00758,D012595
18857,DB00758,D006526
18858,DB00758,D000224
18859,DB00758,D010190
18860,DB00758,D065627
18861,DB00758,D013203
18862,DB00758,D010051
18863,DB00758,D000744
18864,DB00758,D005705
18865,DB00758,D000083242
18866,DB00758,D001228
18867,DB00758,D000544
18868,DB00758,D010033
18869,DB00758,D000437
18870,DB00758,D009765
18871,DB00758,D006976
18872,DB00758,D006030
18873,DB00758,D006561
18874,DB00758,D013036
18875,DB00758,D002583
18876,DB00758,D016553
18877,DB00758,D008010
18878,DB00758,D002819
18879,DB00758,D014890
18880,DB00758,D011928
18881,DB00758,D013968
18882,DB00758,D009447
18883,DB00758,D009128
18884,DB00758,D001327
18885,DB00758,D011085
18886,DB00758,D013700
18887,DB00758,D002051
18888,DB00758,D020329
18889,DB00758,D014010
18890,DB00758,D012868
18891,DB00758,D003234
18892,DB00758,D025241
18893,DB00758,D002178
18894,DB00758,D004938
18895,DB00758,D016889
18896,DB00758,D000077195
18897,DB00758,D005879
18898,DB00758,D010673
18899,DB00758,D020190
18900,DB00758,D009902
18901,DB00758,D009157
18902,DB00758,D010001
18903,DB00758,D010510
18904,DB00758,D000075222
18905,DB00758,D014917
18906,DB00758,D055752
18907,DB00758,D009290
18908,DB00758,D065768
18909,DB00758,D020275
18910,DB00758,D012541
18911,DB00758,D011111
18912,DB00758,D009396
18913,DB00758,D020326
18914,DB00758,D007011
18915,DB00758,D006937
18916,DB00758,D012512
18917,DB00758,D053098
18918,DB00758,D054179
18919,DB00758,D052018
18920,DB00758,D007873
18921,DB00758,D004892
18922,DB00758,D010373
18923,DB00758,D011695
18924,DB00758,D004832
18925,DB00758,D009373
18926,DB00758,D010916
18927,DB00758,D012507
18928,DB00758,D017241
18929,DB00758,D004421
18930,DB00758,D001523
18931,DB00758,D016112
18932,DB00758,D007918
18933,DB00758,D006333
18934,DB00758,D004829
18935,DB00758,D012516
18936,DB00758,D003966
18937,DB00758,D000312
18938,DB00758,D000690
18939,DB00758,D013736
18940,DB00758,D012514
18941,DB00758,D019851
18942,DB00758,D006528
18943,DB00758,D004820
18944,DB00758,D006509
18945,DB00758,D010911
18946,DB00758,D018273
18947,DB00758,D011087
18948,DB00758,D040181
18949,DB00758,D006934
18950,DB00758,D003550
18951,DB00758,D003453
18952,DB00758,D010488
18953,DB00758,D018288
18954,DB00758,D019578
18955,DB00758,D002602
18956,DB00758,D055953
18957,DB00758,D022124
18958,DB00758,D000848
18959,DB00758,D002386
18960,DB00758,D002647
18961,DB00758,D006069
18962,DB00758,D006954
18963,DB00758,D015043
18964,DB00758,D017114
18965,DB00758,D003424
18966,DB00758,D006111
18967,DB00758,D009165
18968,DB00758,D003480
18969,DB00758,D012010
18970,DB00758,D000505
18971,DB00758,D014820
18972,DB00758,D002862
18973,DB00758,D001072
18974,DB00758,D001606
18975,DB00758,D014435
18976,DB00758,D000881
18977,DB00758,D006086
18978,DB00758,D008228
18979,DB00758,D016649
18980,DB00758,D006828
18981,DB00758,D013587
18982,DB00758,D013915
18983,DB00758,D005738
18984,DB00758,D015228
18985,DB00758,D001759
18986,DB00758,D012509
18987,DB00758,D002822
18988,DB00758,D014406
18989,DB00758,D001157
18990,DB00758,D051474
18991,DB00758,D014402
18992,DB00758,D000562
18993,DB00758,D003047
18994,DB00758,D020790
18995,DB00758,D008219
18996,DB00758,D010284
18997,DB00758,D053206
18998,DB00758,D009190
18999,DB00758,D007251
19000,DB00758,D008288
19001,DB00758,D006660
19002,DB00758,D020961
19003,DB00758,D007644
19004,DB00758,D012532
19005,DB00758,D009091
19006,DB00758,D009080
19007,DB00758,D043183
19008,DB00758,D017515
19009,DB00758,D005873
19010,DB00758,D016585
19011,DB00758,D046152
19012,DB00758,D005910
19013,DB00758,D008269
19014,DB00758,D004374
19015,DB00758,D011020
19016,DB00758,D016736
19017,DB00758,D012859
19018,DB00758,D015352
19019,DB00758,D008268
19020,DB00758,D007645
19021,DB00758,D014802
19022,DB00758,D010930
19023,DB00758,D007943
19024,DB00758,D050031
19025,DB00758,D055728
19026,DB00758,D002280
19027,DB00758,D020385
19028,DB00758,D001259
19029,DB00758,D028226
19030,DB00758,D006962
19031,DB00758,D013132
19032,DB00758,D004422
19033,DB00758,D006816
19034,DB00758,D001477
19035,DB00758,D000707
19036,DB00758,D014437
19037,DB00758,D020388
19038,DB00758,D018263
19039,DB00758,D003928
19040,DB00758,D013174
19041,DB00758,D005198
19042,DB00758,D000347
19043,DB00758,D018197
19044,DB00758,D011225
19045,DB00758,D018798
19046,DB00758,D017488
19047,DB00758,D001987
19048,DB00758,D003555
19049,DB00758,D003586
19050,DB00758,D004893
19051,DB00758,D005687
19052,DB00758,D029503
19053,DB00758,D008181
19054,DB00758,D000141
19055,DB00758,D007896
19056,DB00758,D009855
19057,DB00758,D020514
19058,DB00758,D014123
19059,DB00758,D011115
19060,DB00758,D004169
19061,DB00758,D002446
19062,DB00758,D008545
19063,DB00758,D006966
19064,DB00758,D056693
19065,DB00758,D014927
19066,DB00758,D010383
19067,DB00758,D055623
19068,DB00758,D002771
19069,DB00758,D012612
19070,DB00758,D054221
19071,DB00758,D004697
19072,DB00758,D014245
19073,DB00758,D008105
19074,DB00758,D009437
19075,DB00758,D017490
19076,DB00758,D005359
19077,DB00758,D011125
19078,DB00758,D012555
19079,DB00758,D006929
19080,DB00758,D004761
19081,DB00758,D012175
19082,DB00758,D001162
19083,DB00758,D008088
19084,DB00758,D015419
19085,DB00758,D010229
19086,DB00758,D017229
19087,DB00758,D002780
19088,DB00758,D000172
19089,DB00758,D002294
19090,DB00758,D018901
19091,DB00758,D002006
19092,DB00758,D013919
19093,DB00758,D054437
19094,DB00758,D003731
19095,DB00758,D031249
19096,DB00758,D003414
19097,DB00758,D006950
19098,DB00758,D056729
19099,DB00758,D013322
19100,DB00758,D008589
19101,DB00758,D052537
19102,DB00758,D008527
19103,DB00758,D013964
19104,DB00758,D002971
19105,DB00758,D017492
19106,DB00758,D013920
19107,DB00758,D000306
19108,DB00758,D010282
19109,DB00758,D013922
19110,DB00758,D001474
19111,DB00758,D020096
19112,DB00758,D007922
19113,DB00758,D004165
19114,DB00758,D005271
19115,DB00758,D052536
19116,DB00758,D001176
19117,DB00758,D015211
19118,DB00758,D018357
19119,DB00758,D008305
19120,DB00758,D006394
19121,DB00758,D015459
19122,DB00758,D006501
19123,DB00758,D012552
19124,DB00758,D017887
19125,DB00758,D017681
19126,DB00758,D009889
19127,DB00758,D014202
19128,DB00758,D000743
19129,DB00758,D012614
19130,DB00758,D003218
19131,DB00758,D015001
19132,DB00758,D003551
19133,DB00758,D020194
19134,DB00758,D000196
19135,DB00758,D018633
19136,DB00758,D006953
19137,DB00758,D018785
19138,DB00758,D011778
19139,DB00758,D015267
19140,DB00758,D056725
19141,DB00758,D007566
19142,DB00758,D014648
19143,DB00758,D009956
19144,DB00758,D001321
19145,DB00758,D011019
19146,DB00758,D010237
19147,DB00758,D016878
19148,DB00758,D015499
19149,DB00758,D014355
19150,DB00758,D008581
19151,DB00758,D004802
19152,DB00758,D014141
19153,DB00758,D000542
19154,DB00758,D001254
19155,DB00758,D001196
19156,DB00758,D008175
19157,DB00758,D052556
19158,DB00758,D013742
19159,DB00758,D007057
19160,DB00758,D015175
19161,DB00758,D006527
19162,DB00758,D005878
19163,DB00758,D007676
19164,DB00758,D006946
19165,DB00758,D005356
19166,DB00758,D053579
19167,DB00758,D003294
19168,DB00758,D011546
19169,DB00758,D014973
19170,DB00758,D020246
19171,DB00758,D005211
19172,DB00758,D009617
19173,DB00758,D002239
19174,DB00758,D018856
19175,DB00758,D006932
19176,DB00758,D003457
19177,DB00758,D005892
19178,DB00758,D005776
19179,DB00758,D020513
19180,DB00758,D000749
19181,DB00758,D005877
19182,DB00758,D014846
19183,DB00758,D003003
19184,DB00758,D024741
19185,DB00758,D010505
19186,DB00758,D018879
19187,DB00758,D003929
19188,DB00758,D008947
19189,DB00758,D063730
19190,DB00758,D020165
19191,DB00758,D008708
19192,DB00758,D003930
19193,DB00758,D000745
19194,DB00758,D009135
19195,DB00758,D019693
19196,DB00758,D007888
19197,DB00758,D012061
19198,DB00758,D013344
19199,DB00758,D002169
19200,DB00758,D000015
19201,DB00758,D013771
19202,DB00758,D020159
19203,DB00758,D014201
19204,DB00758,D016403
19205,DB00758,D001068
19206,DB00758,D007876
19207,DB00758,D007177
19208,DB00758,D018207
19209,DB00758,D020915
19210,DB00758,D006712
19211,DB00758,D006725
19212,DB00758,D004443
19213,DB00758,D000326
19214,DB00758,D003554
19215,DB00758,D014257
19216,DB00758,D006100
19217,DB00758,D011081
19218,DB00758,D012373
19219,DB00758,D020163
19220,DB00758,D007946
19221,DB00413,D020734
19222,DB00643,D001281
19223,DB00643,D006973
19224,DB00643,D009394
19225,DB00678,D006973
19226,DB00678,D001249
19227,DB00678,D001943
19228,DB00585,D006973
19229,DB00585,D001249
19230,DB00585,D003876
19231,DB00585,D001943
19232,DB00585,D001932
19233,DB00585,D009298
19234,DB00585,D012559
19235,DB00585,D010003
19236,DB00585,D065631
19237,DB00585,D011565
19238,DB00585,D001172
19239,DB00585,D006689
19240,DB00585,D003924
19241,DB00585,D000152
19242,DB00585,D054198
19243,DB00585,D015470
19244,DB00585,D006319
19245,DB00585,D015464
19246,DB00585,D007592
19247,DB00585,D010300
19248,DB00585,D004401
19249,DB00585,D009182
19250,DB00585,D003093
19251,DB00585,D009103
19252,DB00585,D005764
19253,DB00585,D009101
19254,DB00585,D001764
19255,DB00585,D020734
19256,DB00585,D010437
19257,DB00585,D005902
19258,DB00585,D001171
19259,DB00585,D014376
19260,DB00585,D010024
19261,DB00585,D003863
19262,DB00585,D001281
19263,DB00585,D016584
19264,DB00585,D000787
19265,DB00585,D008224
19266,DB00585,D002177
19267,DB00585,D001289
19268,DB00585,D006073
19269,DB00585,D012628
19270,DB00585,D003371
19271,DB00585,D012148
19272,DB00585,D008178
19273,DB00585,D007319
19274,DB00585,D009404
19275,DB00585,D013274
19276,DB00585,D003922
19277,DB00585,D008180
19278,DB00585,D009771
19279,DB00585,D020522
19280,DB00585,D006949
19281,DB00585,D001145
19282,DB00585,D002644
19283,DB00585,D031845
19284,DB00585,D015179
19285,DB00585,D013167
19286,DB00585,D014005
19287,DB00585,D017449
19288,DB00585,D002292
19289,DB00585,D001762
19290,DB00585,D010392
19291,DB00585,D016481
19292,DB00585,D015212
19293,DB00585,D004715
19294,DB00585,D054218
19295,DB00585,D008575
19296,DB00585,D010391
19297,DB00585,D009203
19298,DB00585,D002289
19299,DB00585,D001714
19300,DB00585,D015658
19301,DB00585,D017285
19302,DB00585,D006980
19303,DB00585,D001528
19304,DB00585,D029424
19305,DB00585,D006938
19306,DB00585,D046589
19307,DB00585,D001749
19308,DB00585,D001008
19309,DB00585,D016411
19310,DB00585,D011471
19311,DB00585,D007006
19312,DB00585,D003324
19313,DB00585,D013262
19314,DB00585,D018232
19315,DB00585,D012595
19316,DB00585,D006526
19317,DB00585,D000224
19318,DB00585,D010190
19319,DB00585,D065627
19320,DB00585,D013203
19321,DB00585,D010051
19322,DB00585,D000744
19323,DB00585,D005705
19324,DB00585,D000083242
19325,DB00585,D001228
19326,DB00585,D000544
19327,DB00585,D010033
19328,DB00585,D000437
19329,DB00585,D009765
19330,DB00585,D006976
19331,DB00585,D006030
19332,DB00585,D006561
19333,DB00585,D013036
19334,DB00585,D002583
19335,DB00585,D016553
19336,DB00585,D008010
19337,DB00585,D002819
19338,DB00585,D014890
19339,DB00585,D011928
19340,DB00585,D013968
19341,DB00585,D009447
